CNPJ_FUNDO,DENOM_SOCIAL,DT_COMPTC,VL_QUOTA,VL_PATRIM_LIQ,NR_COTST
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-09,1.8337817,138878244.25,12393
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-10,1.8278604,138120954.16,12492
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-11,1.7853764,132421963.0,12579
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-12,1.8930139,140249922.23,12645
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-15,1.8935001,139804641.03,12659
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-16,1.9077128,139590734.2,12789
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-17,1.9444924,141997854.56,12864
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-18,1.9768592,144829858.72,12977
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-19,1.8938165,140251042.41,13094
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-22,1.927309,142850529.28,13179
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-23,1.9780296,145625181.86,13249
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-24,1.9878261,146906938.3,13305
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-25,1.9701504,146611989.58,13346
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-26,1.9878422,147935496.28,13425
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-29,2.0289458,151619744.24,13458
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-30,1.9183359,143522370.13,13540
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-31,1.9615002,146823194.03,13578
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-01,1.9949557,149837359.1,13632
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-02,1.971775,148485337.43,13685
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-05,1.9669178,147694575.1,13747
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-06,1.9005907,142643362.96,13823
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-08,1.8844014,142853163.4,13853
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-09,1.8838568,142196541.11,13842
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-12,1.8725286,141012861.79,13819
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-13,1.8223683,137267843.47,13844
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-14,1.847705,139407868.04,13823
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-15,1.844456,138276092.42,13742
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-16,1.8292098,136432499.35,13778
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-19,1.8582074,138554488.12,13786
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-20,1.8475406,137700882.34,13822
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-21,1.8522623,138675979.71,13859
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-22,1.8978439,141759943.55,13869
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-23,1.7793984,132884135.9,13927
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-26,1.7509579,131514058.91,13967
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-27,1.7633777,131694036.47,13973
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-28,1.7396883,131188833.28,13954
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-29,1.7420494,130552665.42,13949
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-09-30,1.7710396,132178736.71,13919
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-03,1.9118709,145440532.03,13951
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-04,1.8639491,141349761.1,13882
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-05,1.9337812,146209763.22,13792
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-06,1.9994029,146687362.8,13746
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-07,1.9976038,145861876.76,13692
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-10,1.9750419,143180517.41,13646
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-11,1.960158,140303976.42,13569
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-13,2.0157467,142984310.12,13504
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-14,1.9849239,138857298.04,13457
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-17,1.9831185,137657880.25,13431
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-18,2.0316657,140836134.39,13404
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-19,2.1033126,145400799.05,13369
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-20,2.1655244,148485231.34,13332
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-21,2.2396192,151388055.4,13291
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-24,2.0340759,134604572.33,13267
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-25,1.9914645,131344751.01,13199
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-26,1.9429734,126455862.26,13150
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-27,1.9577179,124965236.19,13089
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-28,1.9346089,124790877.14,13056
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-10-31,1.7710017,114443560.24,13030
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-01,1.7738484,106873420.82,12493
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-03,1.779126,106478071.25,12297
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-04,1.6820944,100834721.14,12212
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-07,1.6144874,96863919.55,12169
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-08,1.6262983,96838990.75,12060
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-09,1.5996796,94077846.22,11938
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-10,1.5534991,90975295.95,11885
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-11,1.6049608,93145031.04,11790
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-14,1.6469124,94558674.49,11656
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-16,1.6143453,94009376.52,11609
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-17,1.6149365,93844738.99,11591
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-18,1.5877097,92101979.47,11551
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-21,1.5924262,92073516.09,11522
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-22,1.5864334,92355813.15,11483
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-23,1.592931,92132103.2,11436
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-24,1.6408307,95207729.07,11421
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-25,1.6177351,93851487.45,11408
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-28,1.6473298,95605040.72,11389
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-29,1.7076986,98711940.93,11365
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-11-30,1.783439,102951247.26,11357
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-01,1.7200946,99584293.0,11361
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-02,1.739,100589151.82,11356
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-05,1.7218405,99469443.35,11357
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-06,1.723006,99094269.34,11355
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-07,1.705858,98124421.32,11342
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-08,1.6721632,96076637.29,11337
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-09,1.668014,95679472.16,11328
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-12,1.6207453,92915866.37,11325
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-13,1.585883,90701463.48,11309
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-14,1.4766458,84151595.86,11281
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-15,1.5102018,85972338.87,11244
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-16,1.5106829,86445665.57,11211
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-19,1.5315771,86902109.75,11192
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-20,1.5754134,89650347.72,11173
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-21,1.6071905,91459120.2,11175
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-22,1.6338794,92903056.86,11187
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-23,1.7056352,94861612.78,11186
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-26,1.6941953,93658094.53,11194
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-27,1.7049554,93380206.09,11184
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-28,1.6852828,91996709.23,11182
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-29,1.6663969,90339662.59,11176
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-12-30,1.6663841,90138957.33,11190
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-02,1.5663315,84726855.25,11190
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-03,1.5295888,82425438.86,11139
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-04,1.5744785,84934956.46,11079
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-05,1.6269591,87236242.81,11020
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-06,1.6180999,86845029.94,11013
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-09,1.6263043,87826002.93,11016
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-10,1.6402095,88487432.34,10992
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-11,1.6522132,89238539.06,10975
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-12,1.6743289,90506980.93,10966
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-13,1.6705187,89944140.42,10949
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-16,1.637762,88358912.24,10938
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-17,1.7312121,93299673.85,10916
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-18,1.7008328,91355586.89,10893
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-19,1.7520872,93421833.3,10878
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-20,1.7884986,95632539.25,10861
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-23,1.8168073,96799714.62,10833
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-24,1.8039817,95736253.78,10810
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-25,1.8268855,96076334.59,10786
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-26,1.7769684,93403559.7,10771
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-27,1.7378393,91588749.52,10759
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-30,1.7465928,91804995.65,10742
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-01-31,1.7681609,93096267.62,10731
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-01,1.7438737,91812774.2,10722
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-02,1.6636037,87154336.36,10730
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-03,1.6817835,88145612.76,10734
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-06,1.7484691,91996168.87,10749
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-07,1.7376782,91508134.18,10802
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-08,1.7666354,93704719.55,10820
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-09,1.7585416,93451708.3,10852
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-10,1.8117666,96045655.4,10858
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-13,1.8171404,96016584.05,10864
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-14,1.8103772,95074588.38,10887
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-15,1.8130593,95402838.12,10927
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-16,1.8204637,95775398.41,10962
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-17,1.7928096,93898553.85,10982
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-22,1.7469604,91726129.08,11006
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-23,1.8001879,94619940.89,11056
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-24,1.7610964,92552399.76,11071
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-27,1.7732139,92841077.15,11134
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-02-28,1.7118701,89489560.71,11156
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-01,1.7158946,89122852.88,11187
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-02,1.6714348,86874316.68,11199
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-03,1.7428147,90543682.57,11190
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-06,1.760308,91153537.26,11146
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-07,1.7023613,87971716.55,11124
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-08,1.7238969,88919735.32,11110
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-09,1.7164658,88113951.07,11087
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-10,1.6942122,86701608.85,11054
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-13,1.6409735,83888581.51,11037
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-14,1.6119904,83065128.99,11000
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-15,1.5836937,81640250.75,10965
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-16,1.5783072,81486068.25,10923
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-17,1.5951139,82083984.38,10870
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-20,1.5560495,80353247.5,10848
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-21,1.5876881,82011455.26,10823
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-22,1.5829551,83036423.52,10800
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-23,1.5472651,81401431.66,10777
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-24,1.546593,81295353.41,10748
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-27,1.5728426,82599288.87,10730
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-28,1.6004394,84097857.91,10706
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-29,1.6213018,85620954.97,10689
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-30,1.6260089,85841650.89,10677
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-03-31,1.5909744,84014693.84,10672
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-03,1.661009,87777900.63,10671
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-04,1.6461748,86882584.89,10648
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-05,1.6515475,87039056.37,10625
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-06,1.6279571,85727644.84,10612
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-10,1.6622932,87456262.64,10611
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-11,1.7397336,91317990.48,10584
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-12,1.7525131,91717351.01,10562
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-13,1.7646043,91230592.19,10528
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-14,1.7827528,90638289.22,10501
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-17,1.8103728,92012175.63,10474
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-18,1.8561907,94065730.39,10447
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-19,1.7968432,90779998.14,10422
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-20,1.8089502,90471734.44,10395
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-24,1.8433149,92166930.3,10380
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-25,1.8358855,91436011.85,10338
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-26,1.8129574,89428604.59,10315
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-27,1.7691669,87000739.28,10300
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-04-28,1.800096,88472703.7,10279
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-02,1.7354429,85499306.93,10271
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-03,1.7300389,85864529.78,10367
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-04,1.7542875,88497950.57,10441
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-05,1.8204832,92653120.64,10528
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-08,1.854974,94819724.12,10621
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-09,1.8603358,94296940.84,10718
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-10,1.8561966,92826805.52,10762
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-11,1.9169395,94901436.1,10803
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-12,1.9722274,97511242.8,10821
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-15,1.9324577,95415930.23,10869
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-16,1.9755735,97307310.4,10876
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-17,1.9331413,92609004.03,10882
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-18,1.9437448,90182324.15,10868
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-19,1.951536,89877915.49,10880
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2023-05-22,1.9302183,88915981.56,10889
