CNPJ_FUNDO,DENOM_SOCIAL,DT_COMPTC,VL_QUOTA,VL_PATRIM_LIQ,NR_COTST
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-10-28,1.0507915,127366841.27,12190
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-10-29,0.9889725,118625222.15,12175
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-01,1.0160486,121727248.63,12173
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-03,0.9745423,116829092.49,12173
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-04,0.9438616,112800087.14,12157
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-05,0.9384346,113234314.57,12152
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-08,0.9481669,115037263.62,12145
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-09,0.9669202,118080076.36,12109
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-10,0.959335,117136244.66,12114
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-11,0.9600479,117484440.28,12120
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-12,0.9795306,120171276.08,12115
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-16,0.9896282,121204989.91,12105
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-17,0.9647056,117848469.03,12069
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-18,0.9632465,117033687.33,12054
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-19,0.9473516,114734415.58,12030
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-22,0.9567253,115803404.79,12006
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-23,1.008686,122488685.83,11979
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-24,1.0291125,124653340.15,11946
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-25,1.0739255,129116541.33,11887
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-26,1.0325337,120213019.49,11802
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-29,1.0685803,121652433.9,11693
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-11-30,1.0671132,119800981.72,11613
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-01,1.0732155,117646642.6,11583
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-02,1.1458001,123703591.62,11550
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-03,1.1602127,124654543.49,11551
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-06,1.1648824,123939631.59,11544
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-07,1.1817735,122403667.0,11536
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-08,1.1813987,121774028.03,11559
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-09,1.1792313,121465589.63,11576
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-10,1.1921866,122282463.28,11594
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-13,1.1855613,121088558.97,11627
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-14,1.1715333,119609621.64,11648
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-15,1.1787308,119885928.91,11649
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-16,1.1943448,120930952.69,11634
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-17,1.1662637,118084247.09,11679
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-20,1.1329664,114445762.05,11695
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-21,1.1345599,114847756.85,11738
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-22,1.1329472,114721659.3,11741
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-23,1.1397496,115324914.17,11768
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-24,1.1397397,115391415.83,11788
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-27,1.1565587,117212945.27,11807
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-28,1.1577448,116889855.84,11878
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-29,1.1481196,115980824.17,11919
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-30,1.1445326,114837829.22,11955
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2021-12-31,1.1445255,114924213.04,11983
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-03,1.1701249,117494702.95,11983
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-04,1.17452,118217795.02,11999
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-05,1.1291374,113925872.38,12024
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-06,1.1283273,113672707.98,12052
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-07,1.133546,114609376.36,12085
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-10,1.1267274,114134909.43,12087
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-11,1.1599721,117378244.14,12087
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-12,1.1952217,120738695.03,12101
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-13,1.2192561,123315091.8,12099
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-14,1.264528,127103175.1,12084
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-17,1.2665173,126673249.94,12078
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-18,1.2721114,126029891.33,12069
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-19,1.2660794,124751003.28,12091
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-20,1.2752949,125238588.02,12095
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-21,1.2772903,125383537.93,12088
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-24,1.284491,126410789.27,12113
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-25,1.3261543,130389950.75,12137
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-26,1.3614129,133937036.88,12162
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-27,1.3618011,133453610.75,12182
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-28,1.3080149,124580145.46,12211
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-01-31,1.3003867,124766666.67,12232
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-01,1.3264367,127086045.6,12232
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-02,1.3071889,125872280.62,12227
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-03,1.2891554,124289328.74,12290
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-04,1.3115893,126442210.84,12335
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-07,1.2923488,124634910.21,12375
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-08,1.2795112,123125767.36,12444
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-09,1.2843112,123429987.23,12463
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-10,1.3039364,124915040.14,12486
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-11,1.3568333,130258816.28,12513
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-14,1.3263753,126835383.15,12569
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-15,1.3055306,124276315.12,12605
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-16,1.3235409,126615221.9,12645
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-17,1.3183254,126303754.12,12693
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-18,1.3263247,127941959.99,12722
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-21,1.3603609,129366580.22,12742
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-22,1.3559384,130134154.37,12804
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-23,1.3751944,132309811.94,12833
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-24,1.3418917,129236791.81,12858
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-02-25,1.3663605,131555071.07,12963
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-02,1.3932369,135303877.66,13054
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-03,1.3760114,134210894.25,13155
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-04,1.3756053,135168733.83,13224
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-07,1.2782487,126075793.85,13296
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-08,1.3046784,129196359.44,13334
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-09,1.3086674,128276650.18,13249
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-10,1.3543452,132367255.18,13229
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-11,1.3058326,127617748.9,13267
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-14,1.2809841,126168249.71,13326
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-15,1.2501685,119520941.1,13319
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-16,1.239346,118357092.8,13282
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-17,1.2064473,112611072.95,13232
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-18,1.2304971,113581662.33,13154
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-21,1.2766472,117756290.2,13088
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-22,1.2710317,117143677.92,13098
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-23,1.2882487,119385191.45,13114
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-24,1.3030631,120910274.3,13138
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-25,1.2982504,120599090.19,13147
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-28,1.2702011,117830437.86,13181
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-29,1.2982315,120325142.12,13189
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-30,1.3258621,122921021.17,13196
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-03-31,1.3442755,124177386.81,13187
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-01,1.3266405,123209187.46,13176
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-04,1.3142227,121989660.51,13188
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-05,1.3018069,120962654.87,13129
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-06,1.3005951,120603968.52,13068
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-07,1.3678533,126747875.16,13015
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-08,1.3746456,127001122.55,13001
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-11,1.3642184,125716087.97,12943
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-12,1.360209,125467676.24,12903
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-13,1.3890342,127946228.59,12888
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-14,1.3747058,127052096.05,12856
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-18,1.3526609,124247183.13,12838
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-19,1.389868,129278099.45,12809
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-20,1.3958753,130001500.03,12791
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-22,1.3461649,125657979.68,12774
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-25,1.3281148,124190330.57,12742
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-26,1.3261013,123909859.94,12698
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-27,1.3260905,124112030.27,12677
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-28,1.3340992,124907910.0,12656
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-04-29,1.33489,125012386.23,12647
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-02,1.3228474,124005894.05,12630
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-03,1.3336628,125071266.95,12617
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-04,1.4066389,131816767.22,12605
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-05,1.4042184,131493804.59,12570
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-06,1.4463029,134098663.48,12517
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-09,1.4102083,130026387.79,12486
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-10,1.4214132,130394148.51,12435
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-11,1.4666571,134481076.34,12422
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-12,1.476948,135086265.17,12412
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-13,1.497163,136043650.21,12409
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-16,1.5119541,137113843.2,12399
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-17,1.4923428,134983718.87,12375
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-18,1.4679022,129940405.58,12337
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-19,1.4927051,130700252.74,12323
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-20,1.5214394,132873805.16,12309
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-23,1.5810988,137678927.68,12293
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-24,1.5425807,134046711.32,12285
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-25,1.5621588,135546471.36,12247
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-26,1.5656336,136682698.63,12245
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-27,1.4989837,131478913.23,12253
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-30,1.4723974,129805065.47,12279
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-05-31,1.4754451,129744320.85,12258
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-01,1.4736935,130404361.64,12263
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-02,1.4623415,130026897.12,12269
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-03,1.4850026,129687152.12,12323
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-06,1.4858606,130353795.17,12377
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-07,1.5015371,132141547.08,12468
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-08,1.4949843,132371956.68,12524
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-09,1.4757796,130965488.05,12574
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-10,1.457443,129535705.08,12633
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-13,1.4408444,128516738.86,12687
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-14,1.4552338,129459158.79,12706
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-15,1.4324622,127163979.44,12691
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-17,1.3504701,119954260.14,12722
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-20,1.3648176,121919966.67,12745
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-21,1.3393359,119196035.75,12637
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-22,1.3356317,118986344.2,12653
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-23,1.3124337,115093804.66,12638
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-24,1.3031704,114287775.36,12649
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-27,1.3814114,120285766.73,12635
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-28,1.3976013,122837629.25,12622
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-29,1.3860113,122060407.93,12682
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-06-30,1.3790563,121761566.84,12714
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-01,1.4068574,124632933.4,12721
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-04,1.4350976,126881971.08,12743
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-05,1.3836769,122118252.08,12729
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-06,1.3669973,120733909.84,12682
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-07,1.4044947,123867102.04,12655
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-08,1.4192976,126209934.41,12621
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-11,1.4128048,125489259.05,12594
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-12,1.3928725,123250085.51,12539
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-13,1.3937852,123628664.4,12509
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-14,1.3585721,120475240.3,12470
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-15,1.3803303,121837234.64,12429
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-18,1.4098857,124447799.11,12411
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-19,1.4383473,126935399.38,12382
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-20,1.4378383,126438834.39,12340
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-21,1.4304549,125392134.24,12298
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-22,1.4456573,126375506.13,12276
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-25,1.5128819,132051892.63,12251
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-26,1.5280787,132906016.43,12203
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-27,1.5447478,133372051.38,12163
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-28,1.5908952,136778426.46,12137
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-07-29,1.6822116,143398644.74,12111
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-01,1.6589909,131784191.24,12079
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-02,1.6663486,129854373.68,12023
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-03,1.6687968,129632954.0,12029
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-04,1.6850185,130658041.0,12096
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-05,1.7174481,130361634.87,12177
08.336.054/0001-34,SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS,2022-08-08,1.8041984,136994694.19,12250
